source_id,file,sheet,row,nonempty_cells,selected_cells,excluded_cells,selected_addresses,excluded_addresses_and_reasons
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,482,7,4,3,"[""A482"", ""B482"", ""C482"", ""F482""]","{""D482"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E482"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G482"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,483,7,4,3,"[""A483"", ""B483"", ""C483"", ""F483""]","{""D483"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E483"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G483"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,484,7,4,3,"[""A484"", ""B484"", ""C484"", ""F484""]","{""D484"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E484"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G484"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,485,7,4,3,"[""A485"", ""B485"", ""C485"", ""F485""]","{""D485"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E485"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G485"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,486,7,4,3,"[""A486"", ""B486"", ""C486"", ""F486""]","{""D486"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E486"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G486"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,487,7,4,3,"[""A487"", ""B487"", ""C487"", ""F487""]","{""D487"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E487"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G487"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,488,7,4,3,"[""A488"", ""B488"", ""C488"", ""F488""]","{""D488"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E488"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G488"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,489,7,4,3,"[""A489"", ""B489"", ""C489"", ""F489""]","{""D489"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E489"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G489"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,490,7,4,3,"[""A490"", ""B490"", ""C490"", ""F490""]","{""D490"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E490"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G490"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,491,7,4,3,"[""A491"", ""B491"", ""C491"", ""F491""]","{""D491"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E491"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G491"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,492,7,4,3,"[""A492"", ""B492"", ""C492"", ""F492""]","{""D492"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E492"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G492"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,493,7,4,3,"[""A493"", ""B493"", ""C493"", ""F493""]","{""D493"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E493"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G493"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,494,7,4,3,"[""A494"", ""B494"", ""C494"", ""F494""]","{""D494"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E494"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G494"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,495,7,4,3,"[""A495"", ""B495"", ""C495"", ""F495""]","{""D495"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E495"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G495"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,496,7,4,3,"[""A496"", ""B496"", ""C496"", ""F496""]","{""D496"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E496"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G496"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,497,7,4,3,"[""A497"", ""B497"", ""C497"", ""F497""]","{""D497"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E497"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G497"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,498,7,4,3,"[""A498"", ""B498"", ""C498"", ""F498""]","{""D498"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E498"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G498"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,499,7,4,3,"[""A499"", ""B499"", ""C499"", ""F499""]","{""D499"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E499"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G499"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,500,7,4,3,"[""A500"", ""B500"", ""C500"", ""F500""]","{""D500"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E500"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G500"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,501,7,4,3,"[""A501"", ""B501"", ""C501"", ""F501""]","{""D501"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E501"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G501"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,502,7,4,3,"[""A502"", ""B502"", ""C502"", ""F502""]","{""D502"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E502"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G502"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,503,7,4,3,"[""A503"", ""B503"", ""C503"", ""F503""]","{""D503"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E503"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G503"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,504,7,4,3,"[""A504"", ""B504"", ""C504"", ""F504""]","{""D504"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E504"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G504"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,505,7,4,3,"[""A505"", ""B505"", ""C505"", ""F505""]","{""D505"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E505"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G505"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,506,7,4,3,"[""A506"", ""B506"", ""C506"", ""F506""]","{""D506"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E506"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G506"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,507,7,4,3,"[""A507"", ""B507"", ""C507"", ""F507""]","{""D507"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E507"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G507"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,508,7,4,3,"[""A508"", ""B508"", ""C508"", ""F508""]","{""D508"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E508"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G508"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,509,7,4,3,"[""A509"", ""B509"", ""C509"", ""F509""]","{""D509"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E509"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G509"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,510,7,4,3,"[""A510"", ""B510"", ""C510"", ""F510""]","{""D510"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E510"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G510"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,511,7,4,3,"[""A511"", ""B511"", ""C511"", ""F511""]","{""D511"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E511"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G511"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,512,7,4,3,"[""A512"", ""B512"", ""C512"", ""F512""]","{""D512"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E512"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G512"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,513,7,4,3,"[""A513"", ""B513"", ""C513"", ""F513""]","{""D513"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E513"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G513"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,514,7,4,3,"[""A514"", ""B514"", ""C514"", ""F514""]","{""D514"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E514"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G514"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,515,7,4,3,"[""A515"", ""B515"", ""C515"", ""F515""]","{""D515"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E515"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G515"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,516,7,4,3,"[""A516"", ""B516"", ""C516"", ""F516""]","{""D516"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E516"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G516"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,517,7,4,3,"[""A517"", ""B517"", ""C517"", ""F517""]","{""D517"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E517"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G517"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,518,7,4,3,"[""A518"", ""B518"", ""C518"", ""F518""]","{""D518"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E518"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G518"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,519,7,4,3,"[""A519"", ""B519"", ""C519"", ""F519""]","{""D519"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E519"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G519"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,520,7,4,3,"[""A520"", ""B520"", ""C520"", ""F520""]","{""D520"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E520"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G520"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,521,7,4,3,"[""A521"", ""B521"", ""C521"", ""F521""]","{""D521"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E521"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G521"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,522,7,4,3,"[""A522"", ""B522"", ""C522"", ""F522""]","{""D522"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E522"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G522"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,523,7,4,3,"[""A523"", ""B523"", ""C523"", ""F523""]","{""D523"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E523"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G523"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,524,7,4,3,"[""A524"", ""B524"", ""C524"", ""F524""]","{""D524"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E524"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G524"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,525,7,4,3,"[""A525"", ""B525"", ""C525"", ""F525""]","{""D525"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E525"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G525"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,526,7,4,3,"[""A526"", ""B526"", ""C526"", ""F526""]","{""D526"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E526"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G526"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,527,7,4,3,"[""A527"", ""B527"", ""C527"", ""F527""]","{""D527"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E527"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G527"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,528,7,4,3,"[""A528"", ""B528"", ""C528"", ""F528""]","{""D528"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E528"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G528"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,529,7,4,3,"[""A529"", ""B529"", ""C529"", ""F529""]","{""D529"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E529"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G529"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,530,7,4,3,"[""A530"", ""B530"", ""C530"", ""F530""]","{""D530"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E530"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G530"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,531,7,4,3,"[""A531"", ""B531"", ""C531"", ""F531""]","{""D531"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E531"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G531"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,532,7,4,3,"[""A532"", ""B532"", ""C532"", ""F532""]","{""D532"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E532"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G532"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,533,7,4,3,"[""A533"", ""B533"", ""C533"", ""F533""]","{""D533"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E533"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G533"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,534,7,4,3,"[""A534"", ""B534"", ""C534"", ""F534""]","{""D534"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E534"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G534"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,535,7,4,3,"[""A535"", ""B535"", ""C535"", ""F535""]","{""D535"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E535"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G535"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,536,7,4,3,"[""A536"", ""B536"", ""C536"", ""F536""]","{""D536"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E536"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G536"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,537,7,4,3,"[""A537"", ""B537"", ""C537"", ""F537""]","{""D537"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E537"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G537"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,538,7,4,3,"[""A538"", ""B538"", ""C538"", ""F538""]","{""D538"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E538"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G538"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,539,7,4,3,"[""A539"", ""B539"", ""C539"", ""F539""]","{""D539"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E539"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G539"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,540,7,4,3,"[""A540"", ""B540"", ""C540"", ""F540""]","{""D540"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E540"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G540"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,541,7,4,3,"[""A541"", ""B541"", ""C541"", ""F541""]","{""D541"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E541"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G541"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,542,7,4,3,"[""A542"", ""B542"", ""C542"", ""F542""]","{""D542"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E542"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G542"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,543,7,4,3,"[""A543"", ""B543"", ""C543"", ""F543""]","{""D543"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E543"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G543"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,544,7,4,3,"[""A544"", ""B544"", ""C544"", ""F544""]","{""D544"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E544"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G544"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,545,7,4,3,"[""A545"", ""B545"", ""C545"", ""F545""]","{""D545"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E545"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G545"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,546,7,4,3,"[""A546"", ""B546"", ""C546"", ""F546""]","{""D546"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E546"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G546"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,547,7,4,3,"[""A547"", ""B547"", ""C547"", ""F547""]","{""D547"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E547"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G547"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,548,7,4,3,"[""A548"", ""B548"", ""C548"", ""F548""]","{""D548"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E548"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G548"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,549,7,4,3,"[""A549"", ""B549"", ""C549"", ""F549""]","{""D549"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E549"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G549"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,550,7,4,3,"[""A550"", ""B550"", ""C550"", ""F550""]","{""D550"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E550"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G550"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,551,7,4,3,"[""A551"", ""B551"", ""C551"", ""F551""]","{""D551"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E551"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G551"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,552,7,4,3,"[""A552"", ""B552"", ""C552"", ""F552""]","{""D552"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E552"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G552"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,553,7,4,3,"[""A553"", ""B553"", ""C553"", ""F553""]","{""D553"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E553"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G553"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,554,7,4,3,"[""A554"", ""B554"", ""C554"", ""F554""]","{""D554"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E554"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G554"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,555,7,4,3,"[""A555"", ""B555"", ""C555"", ""F555""]","{""D555"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E555"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G555"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,556,7,4,3,"[""A556"", ""B556"", ""C556"", ""F556""]","{""D556"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E556"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G556"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,557,7,4,3,"[""A557"", ""B557"", ""C557"", ""F557""]","{""D557"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E557"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G557"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,558,7,4,3,"[""A558"", ""B558"", ""C558"", ""F558""]","{""D558"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E558"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G558"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,559,7,4,3,"[""A559"", ""B559"", ""C559"", ""F559""]","{""D559"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E559"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G559"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,560,7,4,3,"[""A560"", ""B560"", ""C560"", ""F560""]","{""D560"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E560"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G560"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,561,7,4,3,"[""A561"", ""B561"", ""C561"", ""F561""]","{""D561"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E561"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G561"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,562,7,4,3,"[""A562"", ""B562"", ""C562"", ""F562""]","{""D562"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E562"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G562"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,563,7,4,3,"[""A563"", ""B563"", ""C563"", ""F563""]","{""D563"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E563"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G563"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
30157066,public-data/30157066/DTU Data TGA.xlsx,#0250,564,7,4,3,"[""A564"", ""B564"", ""C564"", ""F564""]","{""D564"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""E564"": ""仪器气流/灵敏度辅助通道；不拟合动力学"", ""G564"": ""仪器气流/灵敏度辅助通道；不拟合动力学""}"
